Loyalty Number,Cluster,Persona,Recency (Months),Total Flights,Distance,Points Redeemed,Salary
526479,2,Occasional / Declining Flyers,2,2,1094,0,49839.0
945166,4,Active Points Hoarders,0,53,84936,1185,76565.0
396996,4,Active Points Hoarders,1,47,86198,570,62207.0
639466,2,Occasional / Declining Flyers,0,13,16355,0,98418.0
732144,4,Active Points Hoarders,1,34,51944,439,98418.0
998078,0,High-Value Redeemers,1,32,51589,1208,53304.0
100140,4,Active Points Hoarders,1,47,72856,593,73455.0
646225,2,Occasional / Declining Flyers,2,33,35308,0,73455.0
279580,0,High-Value Redeemers,0,43,68782,2425,84198.0
664771,0,High-Value Redeemers,0,32,49914,2039,84198.0
482940,0,High-Value Redeemers,1,45,75542,1406,70741.0
178403,4,Active Points Hoarders,0,28,49935,584,72888.0
666877,2,Occasional / Declining Flyers,0,33,31679,338,71014.0
444371,0,High-Value Redeemers,1,37,55902,1863,89847.0
512640,4,Active Points Hoarders,0,35,56563,747,89847.0
952026,4,Active Points Hoarders,4,41,53916,461,73455.0
766861,4,Active Points Hoarders,0,41,63918,0,64374.0
509962,4,Active Points Hoarders,4,30,46565,0,54205.0
347982,4,Active Points Hoarders,0,49,75906,0,103522.0
868719,4,Active Points Hoarders,0,37,56823,873,63952.0
400958,4,Active Points Hoarders,4,37,57528,878,73455.0
641586,4,Active Points Hoarders,2,39,58412,593,81631.0
496403,4,Active Points Hoarders,13,25,48026,483,90671.0
737755,4,Active Points Hoarders,0,42,72502,523,90671.0
234630,4,Active Points Hoarders,1,47,62729,874,95299.0
622975,4,Active Points Hoarders,2,41,65788,0,60585.0
641162,2,Occasional / Declining Flyers,0,9,12820,0,60585.0
614441,0,High-Value Redeemers,0,35,47015,1420,53068.0
652756,2,Occasional / Declining Flyers,1,10,15515,0,53068.0
463882,4,Active Points Hoarders,0,33,56490,1053,80846.0
904669,0,High-Value Redeemers,4,38,52276,1505,80846.0
955666,0,High-Value Redeemers,0,45,66189,1462,102416.0
359133,4,Active Points Hoarders,1,42,78256,408,72000.0
574081,2,Occasional / Declining Flyers,3,26,34892,576,73455.0
712521,4,Active Points Hoarders,4,31,46564,688,78245.0
369867,2,Occasional / Declining Flyers,4,5,11040,561,72353.0
181377,0,High-Value Redeemers,2,34,54471,1686,79543.0
407468,2,Occasional / Declining Flyers,4,22,33191,371,60297.0
882263,0,High-Value Redeemers,1,47,59203,1172,60297.0
499583,1,Inactive / Zero Flights,999,0,0,0,95902.0
376618,4,Active Points Hoarders,0,36,43916,1001,83953.0
154644,0,High-Value Redeemers,0,43,72993,2468,57377.0
683356,0,High-Value Redeemers,0,41,63291,1478,57377.0
753637,2,Occasional / Declining Flyers,2,26,37978,1009,104798.0
923062,0,High-Value Redeemers,0,49,78528,1559,69034.0
723969,1,Inactive / Zero Flights,999,0,0,0,73455.0
846215,1,Inactive / Zero Flights,999,0,0,0,73455.0
231084,4,Active Points Hoarders,4,39,58998,444,99090.0
765793,2,Occasional / Declining Flyers,2,24,44882,0,94325.0
562358,2,Occasional / Declining Flyers,1,6,13479,0,51943.0
550352,0,High-Value Redeemers,0,37,54783,1434,73455.0
746554,0,High-Value Redeemers,0,53,92331,1796,73455.0
336541,2,Occasional / Declining Flyers,2,21,31286,0,69804.0
872340,1,Inactive / Zero Flights,999,0,0,0,105068.0
967838,4,Active Points Hoarders,4,38,60810,1003,105068.0
429471,4,Active Points Hoarders,1,31,52106,0,104262.0
544619,2,Occasional / Declining Flyers,8,12,12035,0,69342.0
829627,4,Active Points Hoarders,1,33,38093,506,69342.0
417841,1,Inactive / Zero Flights,999,0,0,0,52327.0
392713,2,Occasional / Declining Flyers,1,3,6747,0,68737.0
213086,2,Occasional / Declining Flyers,0,20,30740,687,97825.0
735964,4,Active Points Hoarders,0,30,41495,404,97825.0
130446,4,Active Points Hoarders,1,38,63704,392,73455.0
887328,0,High-Value Redeemers,0,42,81044,2216,87780.0
911585,4,Active Points Hoarders,0,42,55637,1026,87780.0
130331,4,Active Points Hoarders,0,35,51985,888,79207.0
239457,4,Active Points Hoarders,0,53,87768,0,64245.0
102877,4,Active Points Hoarders,3,45,75358,908,73455.0
546456,4,Active Points Hoarders,0,31,49716,894,73455.0
272148,0,High-Value Redeemers,0,49,70156,1280,61965.0
939992,2,Occasional / Declining Flyers,0,20,34281,820,61965.0
318291,1,Inactive / Zero Flights,999,0,0,0,58766.0
403052,2,Occasional / Declining Flyers,0,13,18894,1164,58766.0
349447,1,Inactive / Zero Flights,999,0,0,0,73455.0
931247,2,Occasional / Declining Flyers,15,27,40541,0,98765.0
856609,4,Active Points Hoarders,2,49,93264,802,64625.0
700225,4,Active Points Hoarders,1,39,53231,500,95882.0
894608,4,Active Points Hoarders,1,54,80892,973,99089.0
140381,4,Active Points Hoarders,1,51,88034,302,112860.0
262774,0,High-Value Redeemers,1,26,27325,1681,112860.0
315736,0,High-Value Redeemers,1,32,48143,1479,112860.0
549064,4,Active Points Hoarders,0,42,57686,982,112860.0
608537,2,Occasional / Declining Flyers,1,12,20105,0,112860.0
808206,4,Active Points Hoarders,0,45,77921,0,112860.0
813739,4,Active Points Hoarders,1,31,42113,766,112860.0
939683,4,Active Points Hoarders,0,47,83975,533,112860.0
188120,0,High-Value Redeemers,0,36,43560,1659,61210.0
893866,4,Active Points Hoarders,0,89,168640,1201,91378.0
897229,4,Active Points Hoarders,1,34,59263,599,47444.0
889687,4,Active Points Hoarders,0,40,67236,504,100822.0
427976,0,High-Value Redeemers,2,29,45141,1898,49324.0
497756,2,Occasional / Declining Flyers,0,3,2061,0,74164.0
916300,0,High-Value Redeemers,0,30,41708,1606,74164.0
294027,4,Active Points Hoarders,1,41,70327,1017,90213.0
982543,2,Occasional / Declining Flyers,1,3,2192,421,58867.0
267739,4,Active Points Hoarders,0,41,72571,383,64165.0
535413,2,Occasional / Declining Flyers,2,15,25839,409,64165.0
629706,0,High-Value Redeemers,1,38,68858,1533,56392.0
132552,2,Occasional / Declining Flyers,2,20,23804,991,93936.0
336770,0,High-Value Redeemers,1,31,41461,1173,93936.0
159486,2,Occasional / Declining Flyers,13,19,32654,0,73455.0
576345,4,Active Points Hoarders,0,27,50798,0,61302.0
561570,0,High-Value Redeemers,1,26,34748,1979,55913.0
710598,4,Active Points Hoarders,0,54,69865,0,50884.0
497891,4,Active Points Hoarders,0,32,52824,350,60350.0
755374,0,High-Value Redeemers,1,39,55746,1141,89853.0
321762,0,High-Value Redeemers,2,28,46564,1055,73455.0
612955,4,Active Points Hoarders,2,30,51186,319,62821.0
260464,0,High-Value Redeemers,0,42,59116,1147,61561.0
963595,2,Occasional / Declining Flyers,0,27,37755,0,61561.0
193150,4,Active Points Hoarders,0,43,67517,995,91592.0
369416,2,Occasional / Declining Flyers,0,12,19215,393,91592.0
888506,4,Active Points Hoarders,1,37,59066,361,59523.0
410790,0,High-Value Redeemers,0,42,66410,1344,78327.0
865401,0,High-Value Redeemers,0,48,63692,1212,88799.0
894099,2,Occasional / Declining Flyers,1,21,31634,446,88799.0
797158,0,High-Value Redeemers,2,38,46846,1537,77699.0
918272,4,Active Points Hoarders,1,40,56507,483,99756.0
195994,4,Active Points Hoarders,0,93,116217,791,64373.0
687186,4,Active Points Hoarders,1,39,53998,556,57996.0
458614,2,Occasional / Declining Flyers,0,22,30332,0,70669.0
231013,4,Active Points Hoarders,1,42,75634,903,71038.0
277884,2,Occasional / Declining Flyers,0,16,28953,392,71038.0
452873,4,Active Points Hoarders,0,34,48699,387,71038.0
465741,0,High-Value Redeemers,4,29,45086,2091,71038.0
515860,0,High-Value Redeemers,0,41,60319,2206,71038.0
777549,4,Active Points Hoarders,0,51,64555,1065,71038.0
916358,4,Active Points Hoarders,1,31,37848,532,71038.0
100102,0,High-Value Redeemers,0,51,68918,1195,73455.0
319430,4,Active Points Hoarders,2,40,45741,0,64373.0
675516,0,High-Value Redeemers,1,31,41222,1542,77288.0
751823,4,Active Points Hoarders,0,41,72294,854,77288.0
933053,3,Legacy High-Income Churned,0,42,82176,626,359643.0
375683,0,High-Value Redeemers,4,36,46973,2226,84648.0
631406,0,High-Value Redeemers,2,31,39892,1731,69889.0
864161,4,Active Points Hoarders,2,34,47817,510,69889.0
976423,4,Active Points Hoarders,1,61,96968,334,90879.0
959280,4,Active Points Hoarders,0,39,63321,377,47990.0
531619,4,Active Points Hoarders,1,45,73605,0,73442.0
728563,2,Occasional / Declining Flyers,1,14,25526,0,73442.0
552016,4,Active Points Hoarders,0,43,71736,1066,54156.0
982296,0,High-Value Redeemers,4,32,41673,1048,77135.0
921776,4,Active Points Hoarders,0,60,71311,0,73455.0
562404,4,Active Points Hoarders,1,34,48989,0,73455.0
135841,4,Active Points Hoarders,0,47,56723,998,52545.0
926611,4,Active Points Hoarders,0,48,63628,847,52545.0
426958,4,Active Points Hoarders,0,37,51854,0,84603.0
442479,4,Active Points Hoarders,1,43,70261,408,56600.0
870687,4,Active Points Hoarders,0,38,64255,1046,86818.0
569347,4,Active Points Hoarders,0,44,87421,839,71668.0
831860,4,Active Points Hoarders,1,38,49057,0,71668.0
857235,1,Inactive / Zero Flights,999,0,0,0,73455.0
465729,0,High-Value Redeemers,0,48,69600,1238,73455.0
192816,4,Active Points Hoarders,0,61,84187,0,73455.0
336831,2,Occasional / Declining Flyers,1,3,3204,0,79651.0
942083,4,Active Points Hoarders,1,44,64234,1005,79651.0
851549,4,Active Points Hoarders,0,28,41857,930,80586.0
333207,2,Occasional / Declining Flyers,2,20,36921,1136,102255.0
677560,4,Active Points Hoarders,0,28,45613,451,102255.0
757420,4,Active Points Hoarders,2,38,65900,638,49390.0
344768,1,Inactive / Zero Flights,999,0,0,0,58868.0
347634,0,High-Value Redeemers,1,31,42440,1397,46915.0
421752,2,Occasional / Declining Flyers,0,3,4668,0,73455.0
663416,4,Active Points Hoarders,0,46,59082,534,73455.0
500248,4,Active Points Hoarders,0,91,158747,0,57644.0
747187,4,Active Points Hoarders,0,31,55058,0,84747.0
283980,4,Active Points Hoarders,1,29,41920,460,49504.0
487212,0,High-Value Redeemers,3,48,63312,2449,49504.0
288612,2,Occasional / Declining Flyers,2,12,21825,0,70116.0
385092,4,Active Points Hoarders,0,102,154288,418,86274.0
638085,1,Inactive / Zero Flights,999,0,0,0,86211.0
835440,0,High-Value Redeemers,8,21,25867,2981,58173.0
700207,4,Active Points Hoarders,0,43,73905,474,96992.0
747668,0,High-Value Redeemers,0,33,49421,1443,96992.0
203607,0,High-Value Redeemers,0,23,40992,1220,43280.0
260245,4,Active Points Hoarders,1,62,97554,1035,43280.0
417904,2,Occasional / Declining Flyers,0,27,31624,1011,73455.0
973059,2,Occasional / Declining Flyers,0,4,5305,0,73455.0
459563,0,High-Value Redeemers,0,36,51192,1302,100255.0
332289,0,High-Value Redeemers,0,38,52336,1924,79789.0
400313,4,Active Points Hoarders,0,48,68837,699,79789.0
373886,0,High-Value Redeemers,0,25,42516,1778,91250.0
490387,1,Inactive / Zero Flights,999,0,0,0,91250.0
409908,4,Active Points Hoarders,0,44,62777,746,82324.0
210647,3,Legacy High-Income Churned,1,43,69140,859,174487.0
904602,3,Legacy High-Income Churned,1,25,39993,1302,174487.0
346704,4,Active Points Hoarders,0,50,67682,471,87987.0
926867,2,Occasional / Declining Flyers,0,12,10303,613,87987.0
485062,2,Occasional / Declining Flyers,0,19,30040,912,97524.0
635517,3,Legacy High-Income Churned,2,11,14916,0,281486.0
906780,0,High-Value Redeemers,0,29,38879,1257,59569.0
715255,2,Occasional / Declining Flyers,1,15,16388,1081,92802.0
948489,0,High-Value Redeemers,0,46,73092,2738,94703.0
397272,1,Inactive / Zero Flights,999,0,0,0,94259.0
478700,0,High-Value Redeemers,0,42,63124,1622,69681.0
789052,2,Occasional / Declining Flyers,1,30,35376,555,69681.0
453887,4,Active Points Hoarders,5,34,61627,0,90969.0
991893,0,High-Value Redeemers,0,56,96999,3200,90969.0
227808,4,Active Points Hoarders,1,59,82924,585,82910.0
500058,2,Occasional / Declining Flyers,17,13,15643,0,77288.0
940901,1,Inactive / Zero Flights,999,0,0,0,73455.0
960005,0,High-Value Redeemers,0,33,58768,1134,73455.0
267020,4,Active Points Hoarders,1,34,66356,612,78372.0
283338,0,High-Value Redeemers,0,23,32202,1441,78372.0
872234,4,Active Points Hoarders,1,61,103180,1108,79075.0
408500,4,Active Points Hoarders,0,33,59334,0,54409.0
762259,0,High-Value Redeemers,0,32,54900,1122,54409.0
804930,4,Active Points Hoarders,0,67,96979,317,49217.0
507008,4,Active Points Hoarders,0,84,116182,386,73455.0
913809,1,Inactive / Zero Flights,999,0,0,0,51109.0
445169,4,Active Points Hoarders,1,34,51169,569,99507.0
795492,4,Active Points Hoarders,1,51,74511,0,99507.0
744567,4,Active Points Hoarders,1,34,45323,758,87289.0
651605,0,High-Value Redeemers,0,55,95718,2177,88142.0
945379,2,Occasional / Declining Flyers,2,13,17875,0,69951.0
132209,4,Active Points Hoarders,1,46,58493,0,78100.0
456177,4,Active Points Hoarders,0,54,70370,0,95165.0
682709,4,Active Points Hoarders,2,29,52934,364,103965.0
662164,2,Occasional / Declining Flyers,0,24,39327,0,56539.0
189854,2,Occasional / Declining Flyers,2,3,4830,477,65397.0
309727,4,Active Points Hoarders,0,40,66291,0,65397.0
700286,2,Occasional / Declining Flyers,0,18,31905,795,73455.0
859258,2,Occasional / Declining Flyers,1,18,28695,0,73455.0
938603,4,Active Points Hoarders,1,46,73615,1035,73455.0
192772,1,Inactive / Zero Flights,999,0,0,0,85944.0
744135,4,Active Points Hoarders,0,30,43316,421,85944.0
478050,4,Active Points Hoarders,0,46,78803,888,64374.0
607115,4,Active Points Hoarders,0,33,44834,1048,64374.0
347212,2,Occasional / Declining Flyers,0,4,3000,0,73455.0
236710,4,Active Points Hoarders,0,42,69459,832,92785.0
208256,4,Active Points Hoarders,0,37,58969,0,73455.0
224000,4,Active Points Hoarders,5,37,53154,1016,61899.0
767331,4,Active Points Hoarders,2,34,48646,0,61899.0
844193,0,High-Value Redeemers,0,51,71306,1499,73455.0
135279,2,Occasional / Declining Flyers,0,20,26816,816,73455.0
433496,0,High-Value Redeemers,1,46,62621,1579,73455.0
604526,4,Active Points Hoarders,3,35,37528,695,102715.0
645081,4,Active Points Hoarders,1,32,46192,0,102715.0
148208,4,Active Points Hoarders,0,31,45868,359,89755.0
806598,4,Active Points Hoarders,1,44,58982,464,79054.0
105789,4,Active Points Hoarders,0,38,68173,687,73455.0
158901,4,Active Points Hoarders,0,41,57122,397,73455.0
398603,0,High-Value Redeemers,0,51,71276,1471,85764.0
287690,4,Active Points Hoarders,2,46,66720,471,89419.0
352068,4,Active Points Hoarders,2,51,96713,581,82837.0
418718,2,Occasional / Declining Flyers,1,19,26318,430,70102.0
709499,4,Active Points Hoarders,0,32,46273,417,70102.0
336271,4,Active Points Hoarders,1,39,52877,383,73798.0
401834,0,High-Value Redeemers,1,39,61507,1236,87867.0
649656,0,High-Value Redeemers,1,39,53914,1291,87867.0
406099,2,Occasional / Declining Flyers,0,8,13410,0,73455.0
961427,4,Active Points Hoarders,0,33,53770,336,77613.0
470381,4,Active Points Hoarders,1,44,60388,614,73252.0
728085,0,High-Value Redeemers,0,38,58888,2546,73252.0
600651,0,High-Value Redeemers,0,45,56556,2283,61836.0
164094,4,Active Points Hoarders,1,32,54507,1028,92875.0
841631,4,Active Points Hoarders,1,30,43903,0,92875.0
363513,1,Inactive / Zero Flights,999,0,0,0,82943.0
561413,4,Active Points Hoarders,0,49,69087,987,82943.0
332225,0,High-Value Redeemers,0,39,52910,1344,128111.0
170531,4,Active Points Hoarders,0,53,81006,0,73455.0
561873,4,Active Points Hoarders,0,40,60884,0,99279.0
279634,2,Occasional / Declining Flyers,10,19,24727,410,65752.0
641903,1,Inactive / Zero Flights,999,0,0,0,52743.0
694648,2,Occasional / Declining Flyers,1,5,9350,0,84453.0
439013,4,Active Points Hoarders,1,68,102354,748,40157.0
641164,4,Active Points Hoarders,0,38,53604,985,51277.0
247833,2,Occasional / Declining Flyers,0,5,5190,607,73455.0
464248,0,High-Value Redeemers,1,42,52170,2266,98969.0
811471,4,Active Points Hoarders,0,39,57985,0,98969.0
569188,2,Occasional / Declining Flyers,20,8,15038,0,65663.0
818040,1,Inactive / Zero Flights,999,0,0,0,65663.0
434751,0,High-Value Redeemers,0,34,66416,1104,93281.0
878510,2,Occasional / Declining Flyers,11,8,16172,575,93281.0
653542,0,High-Value Redeemers,2,45,60423,2071,73455.0
831812,0,High-Value Redeemers,11,15,27147,1839,73455.0
219646,1,Inactive / Zero Flights,999,0,0,0,48980.0
843101,2,Occasional / Declining Flyers,4,31,36695,0,58651.0
335306,2,Occasional / Declining Flyers,0,24,41205,348,79167.0
976831,1,Inactive / Zero Flights,999,0,0,0,79167.0
670430,4,Active Points Hoarders,1,32,48625,723,46444.0
278932,4,Active Points Hoarders,0,39,58108,722,85082.0
561107,0,High-Value Redeemers,0,36,50733,1693,85082.0
990905,0,High-Value Redeemers,1,45,65640,2706,73455.0
846291,4,Active Points Hoarders,0,44,71233,0,90098.0
578811,0,High-Value Redeemers,2,39,58989,1977,73455.0
741677,0,High-Value Redeemers,0,43,72132,1330,73455.0
785965,2,Occasional / Declining Flyers,4,4,9342,399,73455.0
972791,2,Occasional / Declining Flyers,0,13,18415,0,85425.0
109022,2,Occasional / Declining Flyers,0,27,35598,453,57960.0
904501,4,Active Points Hoarders,0,38,60357,625,57960.0
985266,0,High-Value Redeemers,0,46,71952,1612,73455.0
138065,2,Occasional / Declining Flyers,7,7,13762,0,73455.0
528332,4,Active Points Hoarders,0,51,80413,698,73455.0
603407,0,High-Value Redeemers,0,41,75151,1202,48939.0
607405,4,Active Points Hoarders,0,36,54831,0,72820.0
809449,0,High-Value Redeemers,0,47,69967,1585,73455.0
834615,4,Active Points Hoarders,0,53,86997,372,73455.0
330858,0,High-Value Redeemers,0,43,54840,2812,69371.0
504525,4,Active Points Hoarders,0,48,67667,335,52808.0
716360,4,Active Points Hoarders,0,37,62475,0,88282.0
687589,4,Active Points Hoarders,0,40,81407,990,73455.0
619268,4,Active Points Hoarders,0,42,59763,335,90945.0
923234,0,High-Value Redeemers,0,41,63305,1174,90945.0
138204,2,Occasional / Declining Flyers,1,29,42542,0,73455.0
753306,2,Occasional / Declining Flyers,9,4,6364,0,73455.0
918326,0,High-Value Redeemers,3,37,52277,1286,60452.0
678493,0,High-Value Redeemers,0,44,55926,1257,88919.0
781355,4,Active Points Hoarders,0,42,70038,405,88919.0
806196,4,Active Points Hoarders,0,61,73658,437,73455.0
391034,4,Active Points Hoarders,0,40,59317,452,63362.0
273414,3,Legacy High-Income Churned,0,37,55093,1744,190674.0
515023,1,Inactive / Zero Flights,999,0,0,0,72183.0
746536,4,Active Points Hoarders,0,47,68366,0,72183.0
864288,0,High-Value Redeemers,0,38,56658,2085,89394.0
702147,3,Legacy High-Income Churned,2,22,36882,0,279713.0
724723,2,Occasional / Declining Flyers,0,20,35795,624,73455.0
772152,4,Active Points Hoarders,0,30,43778,443,51982.0
173227,2,Occasional / Declining Flyers,1,15,28176,447,85897.0
413088,3,Legacy High-Income Churned,2,40,56509,1220,266870.0
667293,3,Legacy High-Income Churned,0,21,30790,766,266870.0
140290,4,Active Points Hoarders,0,43,69632,739,81816.0
994571,4,Active Points Hoarders,1,34,59262,496,81816.0
191780,1,Inactive / Zero Flights,999,0,0,0,54473.0
575948,4,Active Points Hoarders,0,42,67521,635,54473.0
144641,2,Occasional / Declining Flyers,1,24,39426,379,89900.0
192250,0,High-Value Redeemers,0,31,41148,1419,89900.0
628452,1,Inactive / Zero Flights,999,0,0,0,54980.0
940904,1,Inactive / Zero Flights,999,0,0,0,54980.0
938093,4,Active Points Hoarders,2,60,99502,693,62243.0
758389,4,Active Points Hoarders,0,47,69241,0,73455.0
870764,4,Active Points Hoarders,0,35,51908,831,73455.0
636533,2,Occasional / Declining Flyers,0,3,4585,0,94871.0
817245,2,Occasional / Declining Flyers,7,22,29180,1386,49816.0
977676,2,Occasional / Declining Flyers,0,5,6230,0,49816.0
523170,4,Active Points Hoarders,0,42,65623,0,94014.0
239956,4,Active Points Hoarders,1,44,67017,1039,73455.0
918807,0,High-Value Redeemers,0,42,62907,3987,73455.0
491242,4,Active Points Hoarders,0,58,81393,0,-43234.0
702048,4,Active Points Hoarders,0,29,49436,353,73455.0
181830,4,Active Points Hoarders,0,42,65710,1043,73455.0
362680,4,Active Points Hoarders,0,47,72634,388,73455.0
347850,0,High-Value Redeemers,5,33,45647,1278,62937.0
808498,4,Active Points Hoarders,1,41,66523,0,89210.0
927559,1,Inactive / Zero Flights,999,0,0,0,89210.0
450323,2,Occasional / Declining Flyers,0,29,37182,983,73455.0
756481,4,Active Points Hoarders,0,46,64539,429,73455.0
