Loyalty Number,CLV,Churn_Probability,Risk_Level,Value_Segment,Revenue_At_Risk,Priority_Score,Recommended_Action,Communication_Channel,Action_Timeline
295510,2906.89,0.16860864,Low Risk,Bronze,490.12675692528484,490.12675692528484,No Action Required,None,No Immediate Action
231462,23895.68,0.18651581,Low Risk,Premium,4456.922065429688,4456.922065429688,No Action Required,None,No Immediate Action
223587,4013.96,0.13719957,Low Risk,Silver,550.7135690110922,550.7135690110922,No Action Required,None,No Immediate Action
302188,12919.42,0.8182766,Critical Risk,Premium,10571.658866778613,10571.658866778613,Personal Relationship Manager Call,Phone Call,Within 24 Hours
486143,10369.39,0.10184129,Low Risk,Premium,1056.0320880765466,1056.0320880765466,No Action Required,None,No Immediate Action
494899,3479.14,0.10339465,Low Risk,Bronze,359.7244623325765,359.7244623325765,No Action Required,None,No Immediate Action
274803,2450.63,0.2825942,Low Risk,Bronze,692.5338340234757,692.5338340234757,No Action Required,None,No Immediate Action
280641,2396.22,0.11130982,Low Risk,Bronze,266.7228143008053,266.7228143008053,No Action Required,None,No Immediate Action
478890,12168.74,0.11934433,Low Risk,Premium,1452.2701383568347,1452.2701383568347,No Action Required,None,No Immediate Action
494887,5660.13,0.12849058,Low Risk,Silver,727.2733985097707,727.2733985097707,No Action Required,None,No Immediate Action
287690,2949.28,0.10403489,Low Risk,Bronze,306.82802986025814,306.82802986025814,No Action Required,None,No Immediate Action
976831,2978.85,0.99993336,Critical Risk,Bronze,2978.651495414972,2978.651495414972,Double Loyalty Points Campaign,App Notification,Within 24 Hours
466813,5741.73,0.81181186,Critical Risk,Silver,4661.2045360440015,4661.2045360440015,Double Loyalty Points Campaign,App Notification,Within 24 Hours
276100,8292.63,0.11542081,Low Risk,Gold,957.1420789135246,957.1420789135246,No Action Required,None,No Immediate Action
302186,5201.71,0.16442905,Low Risk,Silver,855.3122527356446,855.3122527356446,No Action Required,None,No Immediate Action
294289,36897.8,0.99992204,Critical Risk,Premium,36894.923341417314,36894.923341417314,Personal Relationship Manager Call,Phone Call,Within 24 Hours
478792,5815.26,0.15278086,Low Risk,Gold,888.460427775979,888.460427775979,No Action Required,None,No Immediate Action
486197,2529.08,0.35185242,Low Risk,Bronze,889.8629107666015,889.8629107666015,No Action Required,None,No Immediate Action
231319,8879.79,0.9999323,Critical Risk,Gold,8879.188741636277,8879.188741636277,Free Upgrade Voucher,Email + SMS,Within 24 Hours
973860,7519.13,0.10781516,Low Risk,Gold,810.6762141419947,810.6762141419947,No Action Required,None,No Immediate Action
466953,4362.93,0.11122879,Low Risk,Silver,485.28340908698743,485.28340908698743,No Action Required,None,No Immediate Action
302158,15083.78,0.04918897,Low Risk,Premium,741.9556248259545,741.9556248259545,No Action Required,None,No Immediate Action
486200,9095.74,0.31591168,Low Risk,Premium,2873.450508427024,2873.450508427024,No Action Required,None,No Immediate Action
494600,2839.57,0.11913453,Low Risk,Bronze,338.2908385591209,338.2908385591209,No Action Required,None,No Immediate Action
302198,3571.35,0.09309898,Low Risk,Bronze,332.4890535391867,332.4890535391867,No Action Required,None,No Immediate Action
294334,2784.97,0.11147495,Low Risk,Bronze,310.4544015046209,310.4544015046209,No Action Required,None,No Immediate Action
285386,5116.24,0.9999378,Critical Risk,Silver,5115.921630458832,5115.921630458832,Double Loyalty Points Campaign,App Notification,Within 24 Hours
271432,4526.13,0.21455592,Low Risk,Silver,971.1079824346305,971.1079824346305,No Action Required,None,No Immediate Action
494885,8415.68,0.09861629,Low Risk,Gold,829.9231151247025,829.9231151247025,No Action Required,None,No Immediate Action
466862,7224.24,0.14365426,Low Risk,Gold,1037.792830016613,1037.792830016613,No Action Required,None,No Immediate Action
999631,2572.51,0.08905263,Low Risk,Bronze,229.08878750666977,229.08878750666977,No Action Required,None,No Immediate Action
100102,2887.74,0.07099461,Low Risk,Bronze,205.01396960690616,205.01396960690616,No Action Required,None,No Immediate Action
466865,2434.85,0.20995909,Low Risk,Bronze,511.2188896924257,511.2188896924257,No Action Required,None,No Immediate Action
287593,5071.65,0.23184916,Low Risk,Silver,1175.857811437547,1175.857811437547,No Action Required,None,No Immediate Action
478912,8106.22,0.0926643,Low Risk,Gold,751.1572132575512,751.1572132575512,No Action Required,None,No Immediate Action
466795,6005.85,0.25551006,Low Risk,Gold,1534.5551057383418,1534.5551057383418,No Action Required,None,No Immediate Action
479198,3059.55,0.27981994,Low Risk,Bronze,856.1230838432908,856.1230838432908,No Action Required,None,No Immediate Action
466147,5120.62,0.19286828,Low Risk,Silver,987.6051587763428,987.6051587763428,No Action Required,None,No Immediate Action
231508,2967.67,0.07764724,Low Risk,Bronze,230.43138167351484,230.43138167351484,No Action Required,None,No Immediate Action
486112,7200.66,0.22325435,Low Risk,Gold,1607.5786880904436,1607.5786880904436,No Action Required,None,No Immediate Action
302414,8596.92,0.1457502,Low Risk,Gold,1253.0027645766736,1253.0027645766736,No Action Required,None,No Immediate Action
223534,13094.2,0.064890966,Low Risk,Premium,849.6952846318484,849.6952846318484,No Action Required,None,No Immediate Action
287799,9366.82,0.15058598,Low Risk,Premium,1410.5117619079351,1410.5117619079351,No Action Required,None,No Immediate Action
495168,9575.36,0.080826834,Low Risk,Premium,773.9460317182542,773.9460317182542,No Action Required,None,No Immediate Action
974848,4425.75,0.42376658,Medium Risk,Silver,1875.4849556162953,1875.4849556162953,Targeted Email Campaign,None,Within 30 Days
294278,8661.74,0.99993384,Critical Risk,Gold,8661.166929271221,8661.166929271221,Free Upgrade Voucher,Email + SMS,Within 24 Hours
479015,2756.94,0.12617865,Low Risk,Bronze,347.866972977519,347.866972977519,No Action Required,None,No Immediate Action
466384,8647.14,0.9999281,Critical Risk,Gold,8646.518415892124,8646.518415892124,Free Upgrade Voucher,Email + SMS,Within 24 Hours
302313,25464.82,0.8907153,Critical Risk,Premium,22681.90481214881,22681.90481214881,Personal Relationship Manager Call,Phone Call,Within 24 Hours
280588,11042.29,0.16407682,Low Risk,Premium,1811.7838288934531,1811.7838288934531,No Action Required,None,No Immediate Action
486117,7193.1,0.17084616,Low Risk,Gold,1228.9135438978672,1228.9135438978672,No Action Required,None,No Immediate Action
495148,3371.86,0.12478138,Low Risk,Bronze,420.745335920006,420.745335920006,No Action Required,None,No Immediate Action
273353,4873.44,0.3065549,Low Risk,Silver,1493.9769777488707,1493.9769777488707,No Action Required,None,No Immediate Action
294283,2585.96,0.1135385,Low Risk,Bronze,293.60602889060976,293.60602889060976,No Action Required,None,No Immediate Action
466781,2864.82,0.39215946,Low Risk,Bronze,1123.4662698554994,1123.4662698554994,No Action Required,None,No Immediate Action
486139,8714.92,0.16710211,Low Risk,Gold,1456.2815498167276,1456.2815498167276,No Action Required,None,No Immediate Action
466754,5048.05,0.2023225,Low Risk,Silver,1021.3340858466923,1021.3340858466923,No Action Required,None,No Immediate Action
495027,4913.12,0.18838196,Low Risk,Silver,925.5431508851051,925.5431508851051,No Action Required,None,No Immediate Action
302258,14010.53,0.057074424,Low Risk,Premium,799.6429279948399,799.6429279948399,No Action Required,None,No Immediate Action
280603,5258.25,0.062715925,Low Risk,Silver,329.7760140839964,329.7760140839964,No Action Required,None,No Immediate Action
478986,2551.23,0.10544197,Low Risk,Bronze,269.0067237903178,269.0067237903178,No Action Required,None,No Immediate Action
466645,6966.14,0.14484894,Low Risk,Gold,1009.0380140948296,1009.0380140948296,No Action Required,None,No Immediate Action
280602,9264.33,0.9999317,Critical Risk,Premium,9263.697182124853,9263.697182124853,Personal Relationship Manager Call,Phone Call,Within 24 Hours
495058,8879.79,0.08910775,Low Risk,Gold,791.258123767376,791.258123767376,No Action Required,None,No Immediate Action
227808,7109.3,0.18044835,Low Risk,Gold,1282.861478048563,1282.861478048563,No Action Required,None,No Immediate Action
287750,4109.31,0.09602942,Low Risk,Silver,394.6146689564735,394.6146689564735,No Action Required,None,No Immediate Action
466477,6347.5,0.9480416,Critical Risk,Gold,6017.694169431925,6017.694169431925,Free Upgrade Voucher,Email + SMS,Within 24 Hours
271365,5195.82,0.1042696,Low Risk,Silver,541.7660803703964,541.7660803703964,No Action Required,None,No Immediate Action
227906,5500.01,0.23126927,Low Risk,Silver,1271.9832986918093,1271.9832986918093,No Action Required,None,No Immediate Action
225656,5018.73,0.9391702,Critical Risk,Silver,4713.441566260457,4713.441566260457,Double Loyalty Points Campaign,App Notification,Within 24 Hours
294396,9764.95,0.11956769,Low Risk,Premium,1167.5725367277862,1167.5725367277862,No Action Required,None,No Immediate Action
486422,9259.72,0.9999317,Critical Risk,Premium,9259.087497019767,9259.087497019767,Personal Relationship Manager Call,Phone Call,Within 24 Hours
976700,11925.72,0.19478038,Low Risk,Premium,2322.896267813444,2322.896267813444,No Action Required,None,No Immediate Action
302056,7690.16,0.120723546,Low Risk,Gold,928.3833810567855,928.3833810567855,No Action Required,None,No Immediate Action
274817,6511.1,0.15606937,Low Risk,Gold,1016.1832627922297,1016.1832627922297,No Action Required,None,No Immediate Action
997945,5241.14,0.09759604,Low Risk,Silver,511.51451882466677,511.51451882466677,No Action Required,None,No Immediate Action
223638,7724.84,0.9998958,Critical Risk,Gold,7724.035157270431,7724.035157270431,Free Upgrade Voucher,Email + SMS,Within 24 Hours
467175,11982.42,0.109243646,Low Risk,Premium,1309.0032518675923,1309.0032518675923,No Action Required,None,No Immediate Action
494438,13295.6,0.8457504,Critical Risk,Premium,11244.758905005456,11244.758905005456,Personal Relationship Manager Call,Phone Call,Within 24 Hours
280828,20885.56,0.12921129,Low Risk,Premium,2698.650184867978,2698.650184867978,No Action Required,None,No Immediate Action
301794,4620.39,0.20498994,Low Risk,Silver,947.1334685441852,947.1334685441852,No Action Required,None,No Immediate Action
228030,58753.88,0.18793571,Low Risk,Premium,11041.95215031147,11041.95215031147,No Action Required,None,No Immediate Action
478566,5928.75,0.9692965,Critical Risk,Gold,5746.716713234782,5746.716713234782,Free Upgrade Voucher,Email + SMS,Within 24 Hours
467182,4160.02,0.16616589,Low Risk,Silver,691.2534186851979,691.2534186851979,No Action Required,None,No Immediate Action
231090,6310.4,0.13688853,Low Risk,Gold,863.8214038848877,863.8214038848877,No Action Required,None,No Immediate Action
494384,2514.59,0.11749451,Low Risk,Bronze,295.4505164410174,295.4505164410174,No Action Required,None,No Immediate Action
486600,4711.08,0.114738286,Low Risk,Silver,540.5412422490119,540.5412422490119,No Action Required,None,No Immediate Action
478431,4499.49,0.14860748,Low Risk,Silver,668.6578591422737,668.6578591422737,No Action Required,None,No Immediate Action
294642,8672.23,0.09577447,Low Risk,Gold,830.5782472294569,830.5782472294569,No Action Required,None,No Immediate Action
486708,23295.06,0.5670715,Medium Risk,Premium,13209.964557162524,13209.964557162524,Targeted Email Campaign,None,Within 30 Days
301784,5551.39,0.10674958,Low Risk,Silver,592.6085470880569,592.6085470880569,No Action Required,None,No Immediate Action
467249,2895.52,0.7169024,High Risk,Bronze,2075.8051655006407,2075.8051655006407,20% Bonus Miles Offer,Email,Within 7 Days
271641,3256.77,0.19717541,Low Risk,Bronze,642.1549710014463,642.1549710014463,No Action Required,None,No Immediate Action
494263,5821.13,0.08521818,Low Risk,Gold,496.06612565986813,496.06612565986813,No Action Required,None,No Immediate Action
294617,8522.76,0.106451534,Low Risk,Gold,907.2608736535907,907.2608736535907,No Action Required,None,No Immediate Action
467222,21240.94,0.13307029,Low Risk,Premium,2826.538047555685,2826.538047555685,No Action Required,None,No Immediate Action
287385,4848.9,0.5152615,Medium Risk,Silver,2498.4513480484484,2498.4513480484484,Targeted Email Campaign,None,Within 30 Days
494284,3651.69,0.21337414,Low Risk,Bronze,779.1762055492401,779.1762055492401,No Action Required,None,No Immediate Action
301793,6689.02,0.14651369,Low Risk,Gold,980.0329731455446,980.0329731455446,No Action Required,None,No Immediate Action
225576,11378.89,0.24334985,Low Risk,Premium,2769.051176689267,2769.051176689267,No Action Required,None,No Immediate Action
294634,5016.14,0.17753688,Low Risk,Silver,890.5498202103377,890.5498202103377,No Action Required,None,No Immediate Action
280864,2491.26,0.07945754,Low Risk,Bronze,197.94938198179008,197.94938198179008,No Action Required,None,No Immediate Action
478373,7255.14,0.18117706,Low Risk,Gold,1314.4649697420002,1314.4649697420002,No Action Required,None,No Immediate Action
467151,2767.59,0.09511146,Low Risk,Bronze,263.22952417999505,263.22952417999505,No Action Required,None,No Immediate Action
276037,18943.27,0.18428896,Low Risk,Premium,3491.035596925169,3491.035596925169,No Action Required,None,No Immediate Action
467143,8019.86,0.16081882,Low Risk,Gold,1289.74438352108,1289.74438352108,No Action Required,None,No Immediate Action
494552,4772.94,0.80600244,Critical Risk,Silver,3847.0012767541407,3847.0012767541407,Double Loyalty Points Campaign,App Notification,Within 24 Hours
280790,3910.7,0.99993014,Critical Risk,Bronze,3910.426811623573,3910.426811623573,Double Loyalty Points Campaign,App Notification,Within 24 Hours
223632,7891.58,0.08907813,Low Risk,Gold,702.96717602849,702.96717602849,No Action Required,None,No Immediate Action
467013,8246.83,0.999931,Critical Risk,Gold,8246.260785826444,8246.260785826444,Free Upgrade Voucher,Email + SMS,Within 24 Hours
302129,2729.13,0.6985268,High Risk,Bronze,1906.3704448074104,1906.3704448074104,20% Bonus Miles Offer,Email,Within 7 Days
478770,13755.54,0.17114577,Low Risk,Premium,2354.2024434345963,2354.2024434345963,No Action Required,None,No Immediate Action
287591,7627.31,0.11458143,Low Risk,Gold,873.9480751699955,873.9480751699955,No Action Required,None,No Immediate Action
466998,7124.2,0.11585622,Low Risk,Gold,825.3829025313258,825.3829025313258,No Action Required,None,No Immediate Action
302134,2787.42,0.17367716,Low Risk,Bronze,484.1111930510402,484.1111930510402,No Action Required,None,No Immediate Action
486226,10845.74,0.10519629,Low Risk,Premium,1140.93160724774,1140.93160724774,No Action Required,None,No Immediate Action
273243,2004.35,0.26006216,Low Risk,Bronze,521.2555866032839,521.2555866032839,No Action Required,None,No Immediate Action
478785,3475.07,0.22917217,Low Risk,Bronze,796.3893333655597,796.3893333655597,No Action Required,None,No Immediate Action
280659,6863.12,0.19617294,Low Risk,Gold,1346.3584125363827,1346.3584125363827,No Action Required,None,No Immediate Action
997121,9135.29,0.8169398,Critical Risk,Premium,7462.981722220779,7462.981722220779,Personal Relationship Manager Call,Phone Call,Within 24 Hours
105932,3671.82,0.22073895,Low Risk,Bronze,810.5136818110943,810.5136818110943,No Action Required,None,No Immediate Action
100590,34090.04,0.15797634,Low Risk,Premium,5385.419893779159,5385.419893779159,No Action Required,None,No Immediate Action
467046,2465.44,0.10437179,Low Risk,Bronze,257.32239473462107,257.32239473462107,No Action Required,None,No Immediate Action
478700,2917.54,0.10731291,Low Risk,Bronze,313.0897081963718,313.0897081963718,No Action Required,None,No Immediate Action
